ts_code,trade_date,name,open,low,high,close,change,pct_change,vol,amount,pe,pb,y
801080,20190403,电子,2919.82,2907.22,2953.02,2952.05,16.91,0.58,534430.0,6163063.0,34.85,3.16,1
801110,20190403,家用电器,6867.24,6862.16,6955.4,6941.91,48.93,0.71,130622.0,1215805.0,15.56,3.16,1
801120,20190403,食品饮料,12835.37,12835.37,13018.85,12931.38,-27.1,-0.21,113518.0,2327045.0,31.0,5.83,0
801130,20190403,纺织服装,2307.73,2300.27,2344.49,2343.61,26.29,1.13,117003.0,1022144.0,25.37,2.04,1
801140,20190403,轻工制造,2603.71,2590.28,2640.38,2640.38,20.38,0.78,249318.0,2420707.0,22.2,2.09,1
801150,20190403,医药生物,7817.93,7790.09,7912.25,7910.27,55.68,0.71,484358.0,6588865.0,34.51,3.64,1
801160,20190403,公用事业,2269.9,2265.35,2293.57,2293.57,14.47,0.64,308892.0,2187922.0,23.27,1.7,1
801170,20190403,交通运输,2608.33,2601.46,2702.45,2699.86,86.07,3.29,462861.0,3120118.0,22.14,1.69,1
801180,20190403,房地产,4770.14,4754.82,4870.3,4868.49,69.55,1.45,429226.0,3745145.0,11.97,1.67,1
801200,20190403,商业贸易,3930.09,3913.16,4046.67,4046.67,110.55,2.81,236683.0,2084205.0,19.26,1.87,1
801210,20190403,休闲服务,6053.29,6049.34,6145.18,6133.26,60.16,0.99,34682.0,434772.0,33.61,3.71,1
801230,20190403,综合,2329.5,2317.57,2365.18,2364.98,22.22,0.95,114210.0,819175.0,38.03,1.87,1
801250,20190403,申万制造,3454.4,3440.98,3499.72,3497.26,26.36,0.76,2220349.0,23715177.0,30.29,2.59,1
801260,20190403,申万消费,5877.64,5863.12,5953.51,5949.89,38.02,0.64,1549999.0,18052963.0,24.55,3.42,1
801270,20190403,申万投资,2640.95,2631.78,2675.62,2675.29,22.13,0.83,1718564.0,15612229.0,15.77,1.92,1
801280,20190403,申万服务,3056.26,3050.49,3130.45,3128.16,53.43,1.74,3604073.0,35081729.0,14.04,1.59,1
801300,20190403,申万300指数,2784.79,2779.59,2835.36,2832.8,30.91,1.1,2296702.0,31194958.0,15.42,1.99,1
801710,20190403,建筑材料,5859.51,5831.21,6028.11,6028.11,147.51,2.51,151407.0,1750519.0,13.75,2.12,1
801720,20190403,建筑装饰,2585.86,2574.64,2645.91,2645.91,51.09,1.97,427995.0,3379369.0,12.68,1.36,1
801730,20190403,电气设备,4747.35,4729.49,4778.1,4776.37,3.64,0.08,354615.0,3083441.0,31.16,2.23,1
801740,20190403,国防军工,1287.89,1281.52,1318.39,1313.22,16.01,1.23,191812.0,2256828.0,73.9,2.81,1
801750,20190403,计算机,4946.54,4934.65,5043.78,5018.38,51.61,1.04,500302.0,7711668.0,58.83,3.97,1
801760,20190403,传媒,744.33,742.34,758.02,757.34,9.46,1.26,513919.0,4568664.0,27.59,2.38,1
801770,20190403,通信,2640.52,2625.59,2659.9,2658.81,2.72,0.1,246422.0,3539884.0,46.33,3.02,1
801780,20190403,银行,3677.6,3672.95,3736.0,3735.08,27.55,0.74,340541.0,2650690.0,7.25,0.88,1
801790,20190403,非银金融,2128.35,2126.18,2214.97,2209.43,63.38,2.95,736726.0,9190047.0,23.46,2.14,1
801880,20190403,汽车,4243.26,4230.24,4325.34,4323.15,65.65,1.54,276211.0,2763979.0,17.7,1.76,1
801890,20190403,机械设备,1280.67,1275.29,1302.84,1302.07,17.65,1.37,500470.0,4436088.0,32.05,2.33,1
802600,20190403,交银装备,4312.53,4297.73,4367.94,4365.39,32.93,0.76,4145851.0,45278193.0,27.61,2.52,1
801010,20190404,农林牧渔,3549.52,3508.73,3617.67,3598.04,70.77,2.01,227682.0,2528507.0,41.0,3.89,1
801020,20190404,采掘,3008.12,2991.7,3040.65,3040.65,50.22,1.68,330855.0,2159599.0,15.79,1.39,1
801030,20190404,化工,3033.94,3027.8,3087.24,3080.74,71.32,2.37,837179.0,8827204.0,19.51,2.13,1
801040,20190404,钢铁,2781.36,2760.0,2809.8,2782.31,9.53,0.34,229348.0,1199298.0,8.0,1.26,1
801050,20190404,有色金属,3271.66,3241.45,3299.12,3271.0,33.28,1.03,493164.0,4626000.0,32.99,2.29,1
801080,20190404,电子,2961.77,2927.36,2970.69,2939.53,-12.52,-0.42,562644.0,6507173.0,34.66,3.14,0
801110,20190404,家用电器,6939.77,6939.77,7014.03,6996.53,54.62,0.79,138665.0,1304789.0,15.68,3.18,1
801120,20190404,食品饮料,12898.39,12882.44,13246.29,13217.26,285.88,2.21,131628.0,3085424.0,31.72,5.97,1
801130,20190404,纺织服装,2351.5,2328.55,2355.78,2344.76,1.15,0.05,124497.0,1052129.0,25.36,2.04,1
801140,20190404,轻工制造,2645.46,2620.38,2661.26,2652.12,11.74,0.44,251719.0,2438202.0,22.34,2.1,1
801150,20190404,医药生物,7934.94,7870.64,7957.29,7935.34,25.07,0.32,503743.0,6962381.0,34.57,3.65,1
801160,20190404,公用事业,2300.64,2287.83,2309.05,2302.73,9.16,0.4,353391.0,2444995.0,23.33,1.7,1
801170,20190404,交通运输,2796.43,2743.04,2809.34,2764.48,64.62,2.39,571671.0,4113901.0,22.67,1.73,1
801180,20190404,房地产,4891.14,4838.55,4915.92,4881.0,12.51,0.26,404341.0,3555798.0,12.0,1.68,1
801200,20190404,商业贸易,4044.6,3997.26,4055.1,4044.33,-2.34,-0.06,195751.0,1729806.0,19.19,1.87,0
801210,20190404,休闲服务,6144.56,6106.5,6196.01,6187.34,54.08,0.88,42414.0,477372.0,33.93,3.74,1
801230,20190404,综合,2373.5,2363.51,2392.89,2385.57,20.59,0.87,127100.0,921952.0,38.36,1.88,1
801250,20190404,申万制造,3510.07,3482.38,3523.19,3509.01,11.75,0.34,2317750.0,25272857.0,30.38,2.6,1
801260,20190404,申万消费,5957.73,5936.62,6017.96,6008.73,58.84,0.99,1616101.0,19578611.0,24.79,3.45,1
801270,20190404,申万投资,2695.89,2680.41,2724.98,2716.47,41.18,1.54,2048558.0,18716499.0,16.02,1.94,1
801280,20190404,申万服务,3147.05,3119.26,3160.97,3146.73,18.57,0.59,3710133.0,35930038.0,14.13,1.6,1
801300,20190404,申万300指数,2843.51,2833.75,2869.76,2862.64,29.84,1.05,2568121.0,34180518.0,15.58,2.01,1
801710,20190404,建筑材料,6061.44,5996.96,6145.69,6052.83,24.72,0.41,155646.0,1893644.0,13.81,2.13,1
801720,20190404,建筑装饰,2656.51,2619.8,2671.69,2654.68,8.78,0.33,400901.0,3299845.0,12.72,1.36,1
801730,20190404,电气设备,4798.21,4752.12,4811.66,4797.42,21.05,0.44,398471.0,3500625.0,31.31,2.25,1
801740,20190404,国防军工,1312.99,1299.04,1327.27,1314.66,1.44,0.11,178962.0,2325282.0,75.06,2.82,1
801750,20190404,计算机,5049.39,4952.88,5064.33,5010.56,-7.82,-0.16,509674.0,7937046.0,58.75,3.96,0
801760,20190404,传媒,759.14,749.78,761.05,756.26,-1.08,-0.14,494374.0,4346784.0,27.58,2.37,0
801770,20190404,通信,2669.19,2641.13,2672.46,2653.04,-5.77,-0.22,254553.0,3529261.0,46.22,3.01,0
801780,20190404,银行,3742.22,3742.22,3809.63,3797.8,62.72,1.68,462217.0,3711377.0,7.37,0.9,1
801790,20190404,非银金融,2218.32,2189.12,2228.95,2212.59,3.16,0.14,609781.0,7969139.0,23.49,2.15,1
801880,20190404,汽车,4339.05,4339.05,4414.54,4404.84,81.69,1.89,316249.0,3251983.0,18.05,1.79,1
801890,20190404,机械设备,1306.4,1295.78,1311.82,1306.94,4.88,0.37,510653.0,4709688.0,32.21,2.34,1
802600,20190404,交银装备,4384.05,4350.48,4405.89,4388.64,23.25,0.53,4470363.0,49085721.0,27.76,2.54,1
801010,20190408,农林牧渔,3629.57,3547.44,3654.26,3590.22,-7.82,-0.22,301243.0,3088241.0,40.88,3.88,0
801020,20190408,采掘,3073.79,3033.07,3113.98,3083.74,43.09,1.42,356766.0,2374698.0,16.02,1.41,1
801030,20190408,化工,3207.6,3158.15,3239.08,3200.73,119.99,3.89,1042923.0,11175007.0,20.29,2.21,1
801040,20190408,钢铁,2798.91,2793.59,2899.25,2899.25,116.94,4.2,417580.0,2183380.0,8.32,1.31,1
801050,20190408,有色金属,3306.32,3259.19,3362.22,3311.72,40.72,1.24,598364.0,5442521.0,33.45,2.32,1
801080,20190408,电子,2946.67,2832.7,2953.13,2860.72,-78.81,-2.68,575466.0,6580157.0,33.73,3.06,0
801110,20190408,家用电器,7005.99,6921.68,7096.25,6982.46,-14.07,-0.2,147325.0,1402956.0,15.66,3.18,0
801120,20190408,食品饮料,13484.43,13202.39,13537.4,13327.07,109.81,0.83,147127.0,3482036.0,32.04,6.15,1
801130,20190408,纺织服装,2351.43,2303.15,2356.75,2336.98,-7.78,-0.33,121465.0,1005131.0,25.25,2.03,0
801140,20190408,轻工制造,2664.05,2597.58,2671.15,2645.68,-6.44,-0.24,286877.0,2824357.0,22.49,2.12,0
801150,20190408,医药生物,7983.76,7821.34,8009.52,7911.48,-23.86,-0.3,546203.0,7721573.0,34.44,3.64,0
801160,20190408,公用事业,2313.79,2263.72,2321.93,2292.71,-10.02,-0.44,370643.0,2681300.0,23.23,1.7,0
801170,20190408,交通运输,2747.91,2672.25,2747.91,2705.15,-59.33,-2.15,555788.0,3859173.0,22.15,1.69,0
801180,20190408,房地产,4896.82,4781.51,4933.43,4839.82,-41.18,-0.84,415650.0,3701990.0,11.92,1.66,0
801200,20190408,商业贸易,4058.86,3943.99,4065.1,4001.08,-43.25,-1.07,184952.0,1705291.0,18.74,1.84,0
801210,20190408,休闲服务,6182.84,6038.66,6245.07,6110.74,-76.6,-1.24,44098.0,556979.0,33.52,3.69,0
801230,20190408,综合,2381.88,2314.15,2392.07,2353.59,-31.98,-1.34,127154.0,872156.0,37.83,1.86,0
801250,20190408,申万制造,3528.99,3416.1,3538.78,3460.14,-48.87,-1.39,2360457.0,25506559.0,29.95,2.56,0
801260,20190408,申万消费,6059.49,5938.6,6076.38,6002.98,-5.75,-0.1,1779290.0,21786566.0,24.74,3.46,0
801270,20190408,申万投资,2778.97,2743.52,2811.26,2795.29,78.82,2.9,2596735.0,23375290.0,16.49,2.0,1
801280,20190408,申万服务,3160.76,3090.13,3177.72,3122.01,-24.72,-0.79,3619017.0,35093082.0,14.0,1.59,0
801300,20190408,申万300指数,2888.1,2831.01,2903.13,2858.58,-4.06,-0.14,2716903.0,36471152.0,15.54,2.01,0
801710,20190408,建筑材料,6100.69,6055.39,6252.76,6252.76,199.93,3.3,174068.0,2166824.0,14.27,2.2,1
801720,20190408,建筑装饰,2671.62,2618.6,2697.58,2657.19,2.51,0.09,394924.0,3250743.0,12.73,1.36,1
801730,20190408,电气设备,4816.35,4686.84,4829.17,4744.0,-53.42,-1.11,411683.0,3698157.0,30.98,2.22,0
801740,20190408,国防军工,1338.62,1287.41,1343.48,1302.01,-12.65,-0.96,166943.0,2177384.0,74.34,2.79,0
801750,20190408,计算机,5033.11,4804.58,5033.11,4889.32,-121.24,-2.42,503869.0,7836317.0,57.33,3.87,0
801760,20190408,传媒,759.53,734.34,761.13,743.4,-12.86,-1.7,469641.0,4227585.0,27.14,2.34,0
801770,20190408,通信,2662.79,2576.35,2668.78,2598.89,-54.15,-2.04,253557.0,3480853.0,45.24,2.95,0
801780,20190408,银行,3816.41,3798.92,3896.57,3823.96,26.16,0.69,468306.0,3840124.0,7.42,0.9,1
801790,20190408,非银金融,2228.16,2166.14,2246.32,2189.34,-23.25,-1.05,539845.0,7190535.0,23.24,2.13,0
801880,20190408,汽车,4434.14,4326.39,4452.64,4393.24,-11.6,-0.26,303876.0,3004130.0,18.05,1.79,0
801890,20190408,机械设备,1318.16,1286.12,1322.75,1308.3,1.36,0.1,549283.0,5071192.0,32.28,2.35,1
802600,20190408,交银装备,4434.61,4302.62,4447.11,4359.36,-29.28,-0.67,4705177.0,51804726.0,27.59,2.52,0
801010,20190409,农林牧渔,3563.25,3510.11,3564.26,3531.06,-59.16,-1.65,238064.0,2348206.0,39.76,3.81,0
801020,20190409,采掘,3084.24,3031.92,3084.24,3061.31,-22.43,-0.73,254190.0,1752111.0,15.92,1.4,0
801030,20190409,化工,3178.53,3098.77,3178.53,3130.62,-70.11,-2.19,790455.0,9213616.0,19.88,2.17,0
801040,20190409,钢铁,2890.45,2813.76,2890.45,2836.03,-63.22,-2.18,254098.0,1401099.0,8.14,1.28,0
801050,20190409,有色金属,3298.12,3224.63,3298.12,3251.39,-60.33,-1.82,390565.0,3464744.0,32.82,2.28,0
801080,20190409,电子,2850.67,2833.82,2891.14,2876.37,15.65,0.55,412834.0,4847212.0,33.93,3.08,1
801110,20190409,家用电器,7250.79,7206.36,7311.43,7252.29,269.83,3.86,151867.0,1423169.0,16.28,3.3,1
801120,20190409,食品饮料,13425.89,13313.4,13635.55,13635.55,308.48,2.31,116273.0,2964003.0,32.88,6.31,1
801130,20190409,纺织服装,2332.2,2326.75,2352.88,2350.06,13.08,0.56,99322.0,823100.0,25.29,2.03,1
801140,20190409,轻工制造,2630.75,2614.13,2645.74,2639.23,-6.45,-0.24,219934.0,2294623.0,22.41,2.11,0
801150,20190409,医药生物,7910.85,7848.99,8029.11,8020.89,109.41,1.38,477600.0,7060276.0,34.93,3.69,1
801160,20190409,公用事业,2292.9,2281.86,2309.5,2305.44,12.73,0.56,298606.0,2135959.0,23.37,1.7,1
801170,20190409,交通运输,2688.66,2673.89,2713.59,2696.62,-8.53,-0.32,361451.0,2507400.0,22.11,1.69,0
801180,20190409,房地产,4871.93,4871.93,4969.47,4969.47,129.65,2.68,389890.0,3614548.0,12.24,1.7,1
801200,20190409,商业贸易,3990.43,3970.65,4037.18,4022.79,21.71,0.54,138650.0,1229341.0,18.82,1.85,1
801210,20190409,休闲服务,6098.18,6098.18,6193.03,6188.71,77.97,1.28,49370.0,541681.0,33.92,3.73,1
801230,20190409,综合,2349.4,2330.85,2359.89,2354.04,0.45,0.02,106569.0,823056.0,37.85,1.86,1
801250,20190409,申万制造,3454.87,3436.09,3495.69,3485.2,25.06,0.72,1898930.0,20415306.0,30.15,2.58,1
801260,20190409,申万消费,6034.95,6006.53,6087.02,6087.02,84.04,1.4,1491080.0,18684400.0,25.11,3.5,1
801270,20190409,申万投资,2782.88,2721.12,2782.88,2742.8,-52.49,-1.88,1836759.0,17619946.0,16.17,1.96,0
801280,20190409,申万服务,3115.91,3102.67,3144.13,3129.96,7.95,0.25,2699877.0,26289661.0,14.05,1.59,1
801300,20190409,申万300指数,2861.39,2842.04,2872.79,2866.39,7.81,0.27,1840318.0,26681957.0,15.59,2.01,1
801710,20190409,建筑材料,6243.33,6092.92,6243.33,6143.99,-108.77,-1.74,143514.0,1770201.0,14.03,2.16,0
801720,20190409,建筑装饰,2656.04,2632.73,2682.63,2671.35,14.16,0.53,327166.0,2689689.0,12.83,1.37,1
801730,20190409,电气设备,4744.61,4724.29,4798.18,4793.09,49.09,1.03,330626.0,2894188.0,31.3,2.24,1
801740,20190409,国防军工,1307.91,1288.56,1307.91,1299.89,-2.12,-0.16,107685.0,1410690.0,74.25,2.78,0
801750,20190409,计算机,4855.26,4829.76,4930.73,4888.56,-0.76,-0.02,353559.0,5470418.0,57.36,3.87,0
801760,20190409,传媒,742.42,737.67,756.58,752.55,9.15,1.23,391779.0,3659119.0,27.62,2.38,1
801770,20190409,通信,2593.57,2587.52,2657.3,2642.37,43.48,1.67,218902.0,3254537.0,46.21,3.0,1
801780,20190409,银行,3815.5,3768.21,3821.01,3780.31,-43.65,-1.14,245528.0,2027730.0,7.34,0.89,0
801790,20190409,非银金融,2181.97,2166.1,2213.47,2192.35,3.01,0.14,405900.0,5222113.0,23.28,2.13,1
801880,20190409,汽车,4388.17,4372.77,4450.26,4431.41,38.17,0.87,270986.0,2656559.0,18.15,1.81,1
801890,20190409,机械设备,1305.91,1297.15,1315.53,1314.01,5.71,0.44,483895.0,4314803.0,32.51,2.36,1
802600,20190409,交银装备,4347.18,4318.27,4383.56,4368.01,8.65,0.2,3702478.0,41280986.0,27.64,2.53,1
801010,20190410,农林牧渔,3508.23,3480.39,3553.94,3523.21,-7.85,-0.22,206868.0,2206319.0,42.93,3.79,0
801020,20190410,采掘,3046.63,3008.15,3078.08,3047.16,-14.15,-0.46,222912.0,1591236.0,15.84,1.39,0
801030,20190410,化工,3107.4,3078.64,3171.15,3118.22,-12.4,-0.4,699239.0,8348618.0,19.85,2.16,0
801040,20190410,钢铁,2809.49,2777.77,2824.0,2799.76,-36.27,-1.28,179641.0,915505.0,8.03,1.26,0
801050,20190410,有色金属,3231.42,3190.66,3246.6,3223.19,-28.2,-0.87,343357.0,3034574.0,32.46,2.26,0
801080,20190410,电子,2858.78,2827.67,2883.4,2860.87,-15.5,-0.54,491504.0,5188814.0,33.74,3.06,0
801110,20190410,家用电器,7426.43,7276.66,7474.77,7436.56,184.27,2.54,181310.0,3128681.0,16.71,3.39,1
801120,20190410,食品饮料,13522.73,13425.01,13980.48,13888.92,253.37,1.86,138825.0,3599062.0,33.55,6.43,1
801130,20190410,纺织服装,2340.55,2317.98,2366.35,2350.51,0.45,0.02,108086.0,831467.0,25.27,2.04,1
801140,20190410,轻工制造,2617.71,2606.03,2672.57,2647.0,7.77,0.29,225853.0,2170293.0,22.39,2.11,1
801150,20190410,医药生物,7990.99,7973.77,8220.88,8160.35,139.46,1.74,639541.0,9071790.0,35.5,3.76,1
801160,20190410,公用事业,2295.56,2279.07,2318.2,2304.22,-1.22,-0.05,322786.0,2308493.0,23.35,1.7,0
801170,20190410,交通运输,2675.8,2659.64,2720.27,2706.84,10.22,0.38,394822.0,2695245.0,22.17,1.69,1
801180,20190410,房地产,4929.41,4877.46,4958.17,4923.22,-46.25,-0.93,387716.0,3170540.0,12.11,1.69,0
801200,20190410,商业贸易,4015.53,3987.59,4052.35,4027.86,5.07,0.13,152323.0,1327108.0,18.83,1.85,1
801210,20190410,休闲服务,6171.23,6111.03,6196.47,6158.18,-30.53,-0.49,54945.0,640827.0,33.75,3.71,0
801230,20190410,综合,2339.11,2316.0,2364.15,2339.71,-14.33,-0.61,102473.0,749104.0,37.58,1.85,0
801250,20190410,申万制造,3465.97,3439.12,3516.6,3488.04,2.84,0.08,2235774.0,22692156.0,30.15,2.59,1
801260,20190410,申万消费,6078.23,6044.72,6209.65,6167.92,80.9,1.33,1707752.0,22975548.0,25.47,3.55,1
801270,20190410,申万投资,2725.79,2698.96,2759.03,2726.66,-16.14,-0.59,1597202.0,15619689.0,16.08,1.96,0
801280,20190410,申万服务,3112.9,3077.54,3138.33,3115.15,-14.81,-0.47,2895703.0,27807155.0,13.97,1.58,0
801300,20190410,申万300指数,2856.82,2839.22,2895.36,2874.09,7.7,0.27,1960907.0,30582396.0,15.65,2.02,1
801710,20190410,建筑材料,6141.3,6096.85,6182.11,6127.7,-16.29,-0.27,148312.0,1712650.0,14.0,2.16,0
801720,20190410,建筑装饰,2657.14,2642.78,2685.97,2667.06,-4.29,-0.16,320101.0,2645645.0,12.82,1.37,0
801730,20190410,电气设备,4783.18,4739.94,4818.08,4783.49,-9.6,-0.2,439886.0,3400087.0,31.24,2.24,0
801740,20190410,国防军工,1295.08,1283.95,1299.96,1290.07,-9.83,-0.76,109912.0,1436139.0,73.94,2.76,0
801750,20190410,计算机,4842.67,4775.41,4887.25,4835.07,-53.49,-1.09,388423.0,5834292.0,56.69,3.83,0
801760,20190410,传媒,749.74,739.33,752.06,746.14,-6.41,-0.85,378682.0,3612851.0,27.4,2.36,0
801770,20190410,通信,2631.4,2606.99,2677.93,2652.78,10.41,0.39,241948.0,3571913.0,46.47,3.01,1
801780,20190410,银行,3767.93,3732.25,3786.46,3769.1,-11.21,-0.3,248565.0,2086642.0,7.31,0.89,0
801790,20190410,非银金融,2182.17,2133.98,2202.76,2181.41,-10.94,-0.5,530620.0,6440187.0,23.16,2.12,0
801880,20190410,汽车,4405.29,4388.19,4572.04,4529.33,97.92,2.21,363390.0,3512657.0,18.58,1.86,1
801890,20190410,机械设备,1303.52,1294.99,1322.97,1312.51,-1.5,-0.11,513122.0,4595806.0,32.38,2.35,0
802600,20190410,交银装备,4342.31,4303.48,4399.19,4358.12,-9.89,-0.23,3997159.0,43218182.0,27.57,2.52,0
801010,20190411,农林牧渔,3527.1,3490.15,3571.21,3512.2,-11.01,-0.31,227333.0,2469839.0,42.83,3.77,0
801020,20190411,采掘,3040.45,2993.64,3076.41,2993.64,-53.52,-1.76,219977.0,1610049.0,15.61,1.36,0
801030,20190411,化工,3103.87,3021.93,3105.03,3022.08,-96.14,-3.08,690647.0,7663679.0,19.3,2.1,0
801040,20190411,钢铁,2799.09,2742.98,2804.65,2748.16,-51.6,-1.84,143502.0,756781.0,7.88,1.24,0
801050,20190411,有色金属,3219.57,3169.78,3237.87,3169.78,-53.41,-1.66,307920.0,2739705.0,31.91,2.22,0
801080,20190411,电子,2857.85,2792.67,2860.42,2792.67,-68.2,-2.38,475066.0,5010227.0,32.93,2.98,0
801110,20190411,家用电器,7437.29,7165.72,7437.29,7177.68,-258.88,-3.48,153083.0,2229826.0,16.12,3.27,0
801120,20190411,食品饮料,13848.96,13257.17,13848.96,13357.26,-531.66,-3.83,122731.0,3328142.0,32.26,6.18,0
801130,20190411,纺织服装,2344.47,2310.3,2350.11,2312.16,-38.35,-1.63,103389.0,809249.0,24.85,2.0,0
801140,20190411,轻工制造,2638.89,2579.2,2638.89,2581.99,-65.01,-2.46,206951.0,1931155.0,21.84,2.06,0
801150,20190411,医药生物,8180.71,7919.65,8222.46,7923.12,-237.23,-2.91,593260.0,8210446.0,34.46,3.64,0
801160,20190411,公用事业,2306.44,2281.15,2313.97,2287.24,-16.97,-0.74,353278.0,2271822.0,23.19,1.69,0
801170,20190411,交通运输,2709.49,2658.92,2719.9,2660.95,-45.89,-1.7,354921.0,2522467.0,21.6,1.66,0
801180,20190411,房地产,4926.78,4816.92,4952.5,4839.16,-84.06,-1.71,397454.0,3122316.0,11.9,1.66,0
801200,20190411,商业贸易,4027.96,3942.25,4039.82,3942.3,-85.56,-2.12,148776.0,1343343.0,18.3,1.8,0
801210,20190411,休闲服务,6149.25,6033.49,6176.8,6043.57,-114.61,-1.86,46653.0,514826.0,33.11,3.64,0
801230,20190411,综合,2334.77,2296.07,2344.93,2296.07,-43.64,-1.87,99439.0,631894.0,36.87,1.81,0
801250,20190411,申万制造,3488.06,3426.59,3501.44,3427.31,-60.73,-1.74,2126241.0,21621536.0,29.63,2.54,0
801260,20190411,申万消费,6167.33,5987.72,6167.35,5996.85,-171.07,-2.77,1602176.0,20836827.0,24.75,3.45,0
801270,20190411,申万投资,2719.2,2659.07,2723.24,2659.5,-67.16,-2.46,1504067.0,14300685.0,15.7,1.91,0
801280,20190411,申万服务,3115.64,3061.16,3128.09,3065.99,-49.16,-1.58,2633863.0,24300286.0,13.76,1.56,0
