ts_code,trade_date,name,open,low,high,close,change,pct_change,vol,amount,pe,pb,y
801230,20190522,综合,2030.65,1999.7,2038.85,2008.08,-24.06,-1.18,70610.0,484611.0,25.01,1.57,0
801250,20190522,申万制造,3000.19,2975.97,3029.44,2998.9,-6.55,-0.22,1571781.0,16231460.0,26.81,2.25,0
801260,20190522,申万消费,5589.95,5538.51,5616.38,5563.89,-28.72,-0.51,871478.0,10107163.0,25.47,3.17,0
801270,20190522,申万投资,2334.18,2305.04,2336.84,2312.98,-26.13,-1.12,976577.0,8022513.0,14.89,1.67,0
801280,20190522,申万服务,2744.81,2718.17,2751.86,2733.69,-11.05,-0.4,1315714.0,11903087.0,12.91,1.36,0
801300,20190522,申万300指数,2577.83,2560.43,2590.71,2571.53,-9.44,-0.37,1092587.0,14762076.0,13.82,1.74,0
801710,20190522,建筑材料,5334.02,5272.67,5354.32,5298.41,-36.18,-0.68,49971.0,511422.0,11.85,1.84,0
801720,20190522,建筑装饰,2230.79,2188.65,2230.81,2199.25,-34.24,-1.53,123376.0,851080.0,10.24,1.08,0
801730,20190522,电气设备,4121.85,4078.57,4136.77,4099.71,-14.22,-0.35,202330.0,1576583.0,32.24,2.02,0
801740,20190522,国防军工,1122.83,1103.21,1125.12,1113.38,-9.84,-0.88,67475.0,887939.0,62.62,2.38,0
801750,20190522,计算机,4182.11,4164.36,4248.71,4248.27,74.94,1.8,353462.0,4854474.0,53.47,3.41,1
801760,20190522,传媒,614.52,606.47,618.33,612.32,-3.2,-0.52,182084.0,1468896.0,32.06,2.16,0
801770,20190522,通信,2333.93,2327.3,2391.82,2351.26,21.2,0.91,269684.0,3452483.0,42.69,2.72,1
801780,20190522,银行,3577.32,3558.42,3583.84,3566.51,-10.52,-0.29,125339.0,982761.0,6.76,0.8,0
801790,20190522,非银金融,1916.91,1888.74,1920.48,1898.99,-17.7,-0.92,160863.0,1973662.0,16.84,1.76,0
801880,20190522,汽车,3803.03,3745.1,3803.38,3762.53,-37.55,-0.99,144288.0,1142240.0,16.76,1.56,0
801890,20190522,机械设备,1129.99,1115.39,1133.81,1122.11,-7.6,-0.67,253251.0,2049514.0,27.88,1.97,0
802600,20190522,交银装备,3744.66,3710.01,3772.89,3740.31,-8.29,-0.22,2590041.0,26745412.0,25.27,2.21,0
801010,20190523,农林牧渔,3299.51,3195.86,3299.59,3207.36,-120.69,-3.63,232836.0,2181186.0,48.48,3.48,0
801020,20190523,采掘,2676.69,2655.2,2707.72,2667.97,-27.36,-1.02,161748.0,1055878.0,13.83,1.23,0
801030,20190523,化工,2565.55,2518.23,2566.92,2525.24,-53.85,-2.09,304508.0,2617790.0,18.01,1.8,0
801040,20190523,钢铁,2320.23,2297.29,2331.04,2303.31,-27.22,-1.17,98589.0,354389.0,7.38,1.02,0
801050,20190523,有色金属,2788.26,2735.98,2798.47,2749.28,-45.92,-1.64,259220.0,2515573.0,33.51,2.0,0
801080,20190523,电子,2459.32,2387.47,2459.36,2393.48,-71.76,-2.91,527816.0,5759675.0,29.6,2.51,0
801110,20190523,家用电器,6782.79,6612.37,6783.13,6615.81,-202.1,-2.96,74859.0,983630.0,15.47,2.98,0
801120,20190523,食品饮料,13120.74,12811.91,13123.98,12850.49,-375.23,-2.84,97469.0,2271718.0,28.33,5.63,0
801130,20190523,纺织服装,1989.4,1961.18,1989.93,1964.98,-39.38,-1.96,53515.0,383325.0,21.52,1.72,0
801140,20190523,轻工制造,2183.85,2143.45,2184.65,2149.59,-47.39,-2.16,90898.0,764988.0,20.71,1.72,0
801150,20190523,医药生物,7088.03,6926.39,7089.44,6936.32,-166.88,-2.35,210665.0,2696018.0,31.92,3.15,0
801160,20190523,公用事业,2007.04,1982.45,2010.21,1984.89,-27.67,-1.37,145353.0,842388.0,19.92,1.48,0
801170,20190523,交通运输,2388.07,2357.09,2388.31,2360.5,-37.79,-1.58,151744.0,956026.0,18.08,1.44,0
801180,20190523,房地产,4129.72,4073.24,4132.0,4079.35,-67.5,-1.63,155314.0,1189671.0,10.06,1.36,0
801200,20190523,商业贸易,3483.54,3420.81,3484.09,3427.42,-72.62,-2.07,71211.0,573545.0,17.08,1.48,0
801210,20190523,休闲服务,5587.6,5488.07,5588.08,5489.06,-114.73,-2.05,23531.0,212918.0,29.74,3.21,0
801230,20190523,综合,2008.31,1993.77,2028.81,2000.6,-7.48,-0.37,74852.0,474169.0,24.92,1.56,0
801250,20190523,申万制造,2989.48,2915.57,2989.67,2923.55,-75.35,-2.51,1531499.0,15780915.0,26.14,2.2,0
801260,20190523,申万消费,5534.31,5408.8,5535.08,5417.12,-146.77,-2.64,854983.0,10067327.0,24.81,3.09,0
801270,20190523,申万投资,2302.88,2267.8,2305.01,2274.2,-38.78,-1.68,877564.0,7082137.0,14.67,1.65,0
801280,20190523,申万服务,2720.81,2686.23,2726.94,2690.7,-42.99,-1.57,1420172.0,12920518.0,12.73,1.34,0
801300,20190523,申万300指数,2557.48,2518.96,2557.48,2522.08,-49.45,-1.92,1087768.0,15169385.0,13.56,1.71,0
801710,20190523,建筑材料,5286.16,5217.78,5311.13,5226.43,-71.98,-1.36,52830.0,536392.0,11.69,1.81,0
801720,20190523,建筑装饰,2192.34,2163.98,2192.57,2167.86,-31.39,-1.43,113029.0,787696.0,10.1,1.06,0
801730,20190523,电气设备,4080.32,4007.61,4088.96,4019.67,-80.04,-1.95,200780.0,1573739.0,31.62,1.99,0
801740,20190523,国防军工,1112.13,1101.79,1128.59,1104.48,-8.9,-0.8,81157.0,1100674.0,62.12,2.36,0
801750,20190523,计算机,4243.29,4092.41,4243.29,4101.66,-146.61,-3.45,369293.0,5129400.0,51.77,3.31,0
801760,20190523,传媒,609.34,593.88,609.38,595.45,-16.87,-2.76,195511.0,1546959.0,31.2,2.1,0
801770,20190523,通信,2339.22,2254.89,2339.24,2263.77,-87.49,-3.72,250218.0,3039417.0,41.09,2.61,0
801780,20190523,银行,3554.43,3527.39,3559.57,3544.82,-21.7,-0.61,160738.0,1117849.0,6.72,0.8,0
801790,20190523,非银金融,1881.73,1866.13,1903.13,1872.16,-26.83,-1.41,198254.0,2450263.0,16.61,1.75,0
801880,20190523,汽车,3752.6,3645.41,3753.0,3657.81,-104.72,-2.78,146356.0,1188203.0,16.28,1.51,0
801890,20190523,机械设备,1118.87,1099.76,1119.66,1102.88,-19.23,-1.71,256107.0,2019473.0,27.35,1.94,0
802600,20190523,交银装备,3728.53,3640.41,3728.76,3649.89,-90.42,-2.42,2537159.0,26139025.0,24.68,2.16,0
801010,20190524,农林牧渔,3206.74,3103.18,3262.34,3142.72,-64.64,-2.02,187702.0,2023830.0,47.48,3.41,0
801020,20190524,采掘,2644.7,2644.7,2668.29,2650.39,-17.58,-0.66,111446.0,765349.0,13.73,1.22,0
801030,20190524,化工,2510.89,2502.23,2530.75,2511.51,-13.73,-0.54,253546.0,2241485.0,17.9,1.79,0
801040,20190524,钢铁,2289.67,2289.67,2315.73,2299.87,-3.44,-0.15,79031.0,267145.0,7.36,1.02,0
801050,20190524,有色金属,2727.21,2712.52,2783.61,2718.94,-30.34,-1.1,248715.0,2307965.0,33.12,1.97,0
801080,20190524,电子,2368.56,2348.02,2391.92,2352.93,-40.55,-1.69,388831.0,4157664.0,29.1,2.48,0
801110,20190524,家用电器,6599.8,6599.8,6701.23,6647.15,31.34,0.47,68865.0,839087.0,15.55,3.0,1
801120,20190524,食品饮料,12879.91,12877.71,13101.0,12989.53,139.04,1.08,81580.0,1846571.0,28.65,5.7,1
801130,20190524,纺织服装,1958.59,1951.22,1969.82,1957.79,-7.19,-0.37,42815.0,298806.0,21.43,1.71,0
801140,20190524,轻工制造,2143.67,2133.39,2159.63,2138.92,-10.67,-0.5,74647.0,660780.0,20.57,1.71,0
801150,20190524,医药生物,6923.48,6890.09,6974.63,6907.89,-28.43,-0.41,171937.0,2164180.0,31.77,3.14,0
801160,20190524,公用事业,1983.64,1982.6,1997.67,1987.21,2.32,0.12,119414.0,713755.0,19.97,1.48,1
801170,20190524,交通运输,2360.86,2347.43,2379.45,2353.89,-6.61,-0.28,138145.0,910127.0,18.03,1.44,0
801180,20190524,房地产,4082.15,4067.29,4109.22,4074.82,-4.53,-0.11,130285.0,1027214.0,10.05,1.36,0
801200,20190524,商业贸易,3417.88,3380.95,3432.21,3392.92,-34.5,-1.01,60296.0,511633.0,16.89,1.46,0
801210,20190524,休闲服务,5488.19,5470.35,5549.0,5487.85,-1.22,-0.02,15307.0,154101.0,29.61,3.21,0
801230,20190524,综合,1982.78,1956.01,1992.29,1957.76,-42.84,-2.14,74909.0,452630.0,24.37,1.53,0
801250,20190524,申万制造,2902.14,2884.79,2926.89,2895.57,-27.98,-0.96,1264239.0,12352419.0,25.91,2.18,0
801260,20190524,申万消费,5412.67,5387.6,5474.82,5411.13,-5.99,-0.11,703149.0,8498989.0,24.79,3.08,0
801270,20190524,申万投资,2258.93,2254.27,2282.6,2259.81,-14.39,-0.63,736797.0,6013789.0,14.58,1.64,0
801280,20190524,申万服务,2690.4,2688.19,2714.19,2691.81,1.11,0.04,1176169.0,10662144.0,12.74,1.34,1
801300,20190524,申万300指数,2522.53,2518.15,2546.99,2526.23,4.15,0.16,859379.0,11860299.0,13.59,1.71,1
801710,20190524,建筑材料,5194.69,5183.04,5254.3,5211.12,-15.31,-0.29,43156.0,429042.0,11.66,1.81,0
801720,20190524,建筑装饰,2162.63,2159.41,2181.22,2166.88,-0.98,-0.05,94638.0,645090.0,10.09,1.06,0
801730,20190524,电气设备,3998.14,3983.01,4043.71,4002.05,-17.62,-0.44,172451.0,1265051.0,31.48,1.98,0
801740,20190524,国防军工,1091.23,1070.84,1098.03,1071.69,-32.79,-2.97,65014.0,816436.0,60.28,2.29,0
801750,20190524,计算机,4062.18,4022.72,4101.37,4023.34,-78.32,-1.91,277170.0,3649100.0,50.71,3.25,0
801760,20190524,传媒,594.08,591.12,599.13,592.01,-3.44,-0.58,153288.0,1305445.0,30.97,2.08,0
801770,20190524,通信,2242.09,2222.44,2264.49,2223.7,-40.07,-1.77,189629.0,2151562.0,40.33,2.57,0
801780,20190524,银行,3555.36,3555.36,3580.64,3567.26,22.44,0.63,146211.0,1072120.0,6.76,0.8,1
801790,20190524,非银金融,1875.15,1875.15,1900.22,1883.37,11.21,0.6,160151.0,1997427.0,16.71,1.76,1
801880,20190524,汽车,3650.95,3632.92,3732.8,3694.5,36.69,1.0,156307.0,1297103.0,16.45,1.53,1
801890,20190524,机械设备,1098.66,1096.32,1106.9,1101.29,-1.59,-0.14,248874.0,2006470.0,27.39,1.94,0
802600,20190524,交银装备,3626.73,3608.66,3656.92,3617.24,-32.65,-0.89,2099660.0,20827535.0,24.47,2.14,0
801010,20190527,农林牧渔,3172.49,3172.34,3296.56,3285.36,142.64,4.54,193795.0,2056854.0,49.71,3.57,1
801020,20190527,采掘,2650.17,2637.82,2689.81,2687.49,37.1,1.4,119111.0,826379.0,13.91,1.23,1
801030,20190527,化工,2508.71,2495.44,2567.38,2564.0,52.49,2.09,313135.0,2808549.0,18.27,1.84,1
801040,20190527,钢铁,2300.71,2295.81,2341.23,2335.89,36.02,1.57,103384.0,347086.0,7.48,1.04,1
801050,20190527,有色金属,2727.77,2725.44,2801.03,2794.89,75.95,2.79,258423.0,2336021.0,34.08,2.03,1
801080,20190527,电子,2356.22,2347.87,2447.79,2445.93,93.0,3.95,503042.0,5079058.0,30.27,2.58,1
801110,20190527,家用电器,6652.05,6541.29,6707.75,6679.81,32.66,0.49,69112.0,805221.0,15.62,3.02,1
801120,20190527,食品饮料,13001.8,12752.65,13115.04,13069.08,79.55,0.61,83637.0,1893787.0,28.81,5.73,1
801130,20190527,纺织服装,1962.57,1951.64,1994.5,1994.48,36.69,1.87,43571.0,312101.0,21.83,1.75,1
801140,20190527,轻工制造,2142.21,2118.03,2179.78,2177.6,38.68,1.81,95916.0,808668.0,20.98,1.75,1
801150,20190527,医药生物,6924.68,6874.28,7043.26,7030.52,122.63,1.78,206865.0,2810376.0,32.34,3.19,1
801160,20190527,公用事业,1990.54,1985.59,2022.76,2019.23,32.02,1.61,154556.0,921127.0,20.28,1.51,1
801170,20190527,交通运输,2355.81,2336.09,2389.26,2386.18,32.29,1.37,150636.0,990173.0,18.26,1.46,1
801180,20190527,房地产,4071.54,4039.12,4135.05,4132.89,58.07,1.43,155668.0,1121446.0,10.19,1.38,1
801200,20190527,商业贸易,3384.89,3370.39,3454.76,3450.39,57.47,1.69,68642.0,577416.0,17.17,1.49,1
801210,20190527,休闲服务,5485.47,5416.21,5551.1,5547.61,59.76,1.09,18616.0,202933.0,29.92,3.24,1
801230,20190527,综合,1955.62,1949.53,2011.27,2007.88,50.12,2.56,68518.0,388771.0,25.0,1.57,1
801250,20190527,申万制造,2897.72,2888.29,2988.08,2984.6,89.03,3.07,1501557.0,14800886.0,26.71,2.25,1
801260,20190527,申万消费,5422.31,5363.78,5508.07,5495.66,84.53,1.56,780154.0,9467355.0,25.17,3.13,1
801270,20190527,申万投资,2260.82,2252.28,2309.52,2306.1,46.29,2.05,844789.0,6863889.0,14.88,1.68,1
801280,20190527,申万服务,2690.03,2673.98,2742.75,2737.49,45.68,1.7,1476173.0,13666427.0,12.95,1.36,1
801300,20190527,申万300指数,2525.74,2504.13,2568.63,2561.74,35.51,1.41,1145045.0,15394664.0,13.77,1.74,1
801710,20190527,建筑材料,5215.45,5152.16,5291.85,5283.35,72.23,1.39,49863.0,543153.0,11.82,1.84,1
801720,20190527,建筑装饰,2168.38,2161.35,2206.87,2205.08,38.2,1.76,111645.0,776947.0,10.23,1.07,1
801730,20190527,电气设备,4010.74,4001.46,4112.55,4109.68,107.63,2.69,209956.0,1709457.0,32.32,2.03,1
801740,20190527,国防军工,1073.49,1070.92,1109.13,1108.11,36.42,3.4,62350.0,829259.0,62.32,2.36,1
801750,20190527,计算机,4032.68,4030.16,4210.41,4204.47,181.13,4.5,327096.0,4497417.0,52.97,3.39,1
801760,20190527,传媒,593.77,590.82,607.75,607.14,15.13,2.56,190471.0,1567811.0,31.89,2.14,1
801770,20190527,通信,2224.74,2224.48,2309.62,2302.59,78.89,3.55,202402.0,2489203.0,41.75,2.66,1
801780,20190527,银行,3549.88,3519.84,3583.87,3575.66,8.4,0.24,184953.0,1474143.0,6.78,0.8,1
801790,20190527,非银金融,1881.94,1866.34,1929.02,1920.1,36.73,1.95,266657.0,3203907.0,17.03,1.8,1
801880,20190527,汽车,3690.13,3648.66,3757.47,3750.76,56.26,1.52,174863.0,1483036.0,16.69,1.55,1
801890,20190527,机械设备,1101.01,1097.06,1129.01,1128.25,26.96,2.45,283435.0,2324328.0,28.06,1.99,1
802600,20190527,交银装备,3621.13,3609.41,3728.6,3724.13,106.89,2.96,2468989.0,24867746.0,25.19,2.2,1
801010,20190528,农林牧渔,3314.77,3314.76,3427.41,3397.48,112.12,3.41,249347.0,2830637.0,51.39,3.69,1
801020,20190528,采掘,2682.86,2665.44,2695.45,2680.33,-7.16,-0.27,137175.0,942989.0,13.85,1.23,0
801030,20190528,化工,2562.67,2552.82,2590.68,2563.54,-0.46,-0.02,343574.0,3102353.0,18.29,1.84,0
801040,20190528,钢铁,2334.43,2334.43,2356.12,2345.82,9.93,0.42,102883.0,371129.0,7.51,1.04,1
801050,20190528,有色金属,2786.8,2783.16,2813.37,2797.59,2.7,0.1,276047.0,2565456.0,34.1,2.03,1
801080,20190528,电子,2448.81,2431.14,2466.98,2449.38,3.45,0.14,518037.0,5425271.0,30.33,2.59,1
801110,20190528,家用电器,6678.9,6668.65,6808.31,6756.78,76.97,1.15,71114.0,873824.0,15.8,3.05,1
801120,20190528,食品饮料,13039.99,13021.96,13350.94,13226.08,157.0,1.2,93002.0,2493088.0,29.1,5.79,1
801130,20190528,纺织服装,1997.25,1990.61,2014.72,1999.09,4.61,0.23,44799.0,331966.0,21.9,1.76,1
801140,20190528,轻工制造,2173.19,2167.29,2198.27,2176.24,-1.36,-0.06,105254.0,949408.0,20.93,1.74,0
801150,20190528,医药生物,7030.49,7007.37,7099.9,7065.14,34.62,0.49,224515.0,3027060.0,32.51,3.21,1
801160,20190528,公用事业,2022.58,2016.06,2041.04,2028.37,9.14,0.45,166676.0,1041647.0,20.38,1.51,1
801170,20190528,交通运输,2384.02,2381.95,2420.4,2404.97,18.79,0.79,192562.0,1255351.0,18.41,1.47,1
801180,20190528,房地产,4128.02,4120.57,4186.12,4168.5,35.61,0.86,196124.0,1624946.0,10.28,1.39,1
801200,20190528,商业贸易,3457.86,3447.39,3492.63,3470.06,19.67,0.57,72747.0,633772.0,17.28,1.5,1
801210,20190528,休闲服务,5552.63,5532.4,5639.67,5608.62,61.01,1.1,18627.0,232590.0,30.25,3.28,1
801230,20190528,综合,2012.35,2008.31,2045.17,2017.52,9.64,0.48,89208.0,542636.0,25.11,1.58,1
801250,20190528,申万制造,2984.96,2970.2,3016.43,2992.67,8.07,0.27,1509752.0,15332782.0,26.8,2.25,1
801260,20190528,申万消费,5498.17,5493.63,5589.1,5553.3,57.64,1.05,879405.0,11372345.0,25.44,3.17,1
801270,20190528,申万投资,2303.14,2297.31,2324.79,2307.77,1.66,0.07,919137.0,7612130.0,14.89,1.68,1
801280,20190528,申万服务,2736.74,2728.49,2765.9,2752.62,15.13,0.55,1596077.0,15012169.0,13.02,1.37,1
801300,20190528,申万300指数,2560.61,2557.82,2594.42,2586.98,25.24,0.99,1196025.0,16989928.0,13.91,1.75,1
801710,20190528,建筑材料,5279.96,5267.86,5348.08,5306.97,23.62,0.45,58589.0,627444.0,11.87,1.85,1
801720,20190528,建筑装饰,2205.05,2195.41,2224.44,2207.36,2.28,0.1,129498.0,947752.0,10.25,1.08,1
801730,20190528,电气设备,4112.05,4084.28,4154.91,4116.8,7.12,0.17,213181.0,1785798.0,32.4,2.03,1
801740,20190528,国防军工,1108.1,1100.78,1119.0,1109.71,1.6,0.14,66735.0,870485.0,62.51,2.37,1
801750,20190528,计算机,4213.67,4171.74,4239.52,4210.14,5.67,0.13,321742.0,4532179.0,53.05,3.4,1
801760,20190528,传媒,606.96,604.18,614.25,608.69,1.55,0.26,199552.0,1645322.0,32.0,2.12,1
801770,20190528,通信,2309.53,2290.07,2330.23,2308.74,6.15,0.27,212842.0,2491303.0,41.88,2.67,1
801780,20190528,银行,3570.74,3556.98,3606.3,3596.84,21.18,0.59,199829.0,1608627.0,6.82,0.81,1
801790,20190528,非银金融,1918.43,1912.08,1942.66,1931.39,11.29,0.59,238338.0,3157413.0,17.13,1.81,1
801880,20190528,汽车,3738.76,3733.55,3826.7,3802.06,51.3,1.37,174902.0,1580066.0,16.93,1.57,1
801890,20190528,机械设备,1127.71,1122.92,1138.84,1129.55,1.3,0.12,275812.0,2378792.0,28.09,1.99,1
802600,20190528,交银装备,3726.11,3707.56,3763.62,3734.5,10.37,0.28,2578172.0,26350463.0,25.29,2.21,1
