ts_code,trade_date,name,open,low,high,close,change,pct_change,vol,amount,pe,pb,y
801770,20190506,通信,2379.17,2271.69,2388.62,2275.19,-227.16,-9.08,215716.0,2632014.0,41.46,2.63,0
801780,20190506,银行,3674.09,3603.69,3688.15,3664.14,-101.61,-2.7,402301.0,3258518.0,6.94,0.82,0
801790,20190506,非银金融,2018.41,1935.29,2037.23,1952.12,-163.12,-7.71,406956.0,5614091.0,17.29,1.8,0
801880,20190506,汽车,4012.96,3804.64,4012.96,3841.57,-319.97,-7.69,231480.0,1949695.0,17.14,1.59,0
801890,20190506,机械设备,1144.63,1087.53,1145.12,1096.47,-87.68,-7.4,340965.0,2734182.0,27.17,1.9,0
802600,20190506,交银装备,3823.1,3641.0,3824.11,3665.35,-306.64,-7.72,3074574.0,28941400.0,24.69,2.15,0
801010,20190507,农林牧渔,3410.82,3275.07,3451.53,3373.81,9.6,0.29,254228.0,2783139.0,49.04,3.63,1
801020,20190507,采掘,2716.04,2697.35,2749.05,2732.9,34.05,1.26,156592.0,1084238.0,13.87,1.22,1
801030,20190507,化工,2594.4,2568.93,2631.87,2610.8,28.95,1.12,391509.0,3642550.0,18.64,1.86,1
801040,20190507,钢铁,2365.61,2340.94,2382.52,2368.17,12.86,0.55,100367.0,465438.0,7.58,1.04,1
801050,20190507,有色金属,2641.84,2618.2,2675.51,2660.11,22.24,0.84,208039.0,1593956.0,32.13,1.92,1
801080,20190507,电子,2454.09,2426.5,2496.54,2475.7,27.95,1.14,398811.0,3925943.0,30.63,2.59,1
801110,20190507,家用电器,6621.39,6621.39,6789.82,6725.89,191.54,2.93,78930.0,1388244.0,15.71,3.02,1
801120,20190507,食品饮料,12838.2,12838.14,13252.7,13121.87,257.75,2.0,129038.0,3484347.0,28.88,5.73,1
801130,20190507,纺织服装,1996.96,1989.34,2029.79,2019.15,29.22,1.47,67959.0,462375.0,22.12,1.74,1
801140,20190507,轻工制造,2176.84,2157.51,2212.58,2200.08,30.39,1.4,137237.0,1112231.0,21.18,1.76,1
801150,20190507,医药生物,7093.9,7092.96,7269.22,7216.91,147.48,2.09,318919.0,4432209.0,34.23,3.28,1
801160,20190507,公用事业,2043.45,2027.32,2062.59,2053.86,18.11,0.89,215747.0,1267890.0,20.68,1.53,1
801170,20190507,交通运输,2402.02,2379.09,2422.94,2422.94,28.88,1.21,217621.0,1391702.0,18.6,1.48,1
801180,20190507,房地产,4172.57,4150.35,4227.79,4216.43,78.75,1.9,237378.0,1783066.0,10.4,1.4,1
801200,20190507,商业贸易,3527.79,3519.26,3589.04,3589.04,78.64,2.24,118816.0,1021664.0,16.93,1.55,1
801210,20190507,休闲服务,5586.09,5556.56,5649.41,5617.6,27.88,0.5,22692.0,333302.0,30.44,3.29,1
801230,20190507,综合,2004.18,1999.85,2048.59,2038.02,47.06,2.36,108464.0,510126.0,25.47,1.59,1
801250,20190507,申万制造,2954.38,2921.61,2997.98,2977.09,34.93,1.19,1430559.0,13621442.0,26.45,2.22,1
801260,20190507,申万消费,5512.32,5501.06,5630.92,5590.37,102.93,1.88,1127819.0,15017511.0,25.56,3.17,1
801270,20190507,申万投资,2285.15,2266.52,2316.17,2300.01,24.32,1.07,932912.0,7535395.0,14.78,1.66,1
801280,20190507,申万服务,2772.17,2734.83,2784.1,2776.61,19.17,0.7,1895382.0,17089579.0,13.09,1.38,1
801300,20190507,申万300指数,2600.39,2577.1,2626.29,2612.71,25.02,0.97,1315526.0,19787071.0,14.03,1.76,1
801710,20190507,建筑材料,5147.77,5125.63,5250.21,5205.69,80.74,1.58,74775.0,743276.0,11.63,1.8,1
801720,20190507,建筑装饰,2238.89,2217.6,2258.22,2248.52,21.19,0.95,172918.0,1139920.0,10.46,1.1,1
801730,20190507,电气设备,4062.72,4021.77,4129.46,4088.97,40.8,1.01,244250.0,1817269.0,31.59,1.94,1
801740,20190507,国防军工,1053.59,1041.22,1066.6,1059.69,10.61,1.01,69710.0,818309.0,59.71,2.26,1
801750,20190507,计算机,3968.64,3888.67,3997.21,3965.99,15.91,0.4,292270.0,3953585.0,49.53,3.16,1
801760,20190507,传媒,617.27,609.86,623.74,621.6,7.1,1.16,225048.0,1978924.0,32.51,2.2,1
801770,20190507,通信,2279.0,2224.75,2309.26,2282.28,7.09,0.31,212694.0,2556821.0,41.55,2.64,1
801780,20190507,银行,3675.81,3633.5,3679.87,3658.59,-5.55,-0.15,233262.0,1940316.0,6.93,0.82,0
801790,20190507,非银金融,1966.78,1924.39,1976.85,1965.62,13.5,0.69,337860.0,4197657.0,17.43,1.82,1
801880,20190507,汽车,3864.41,3837.89,3928.93,3901.33,59.76,1.56,192400.0,1601781.0,17.4,1.61,1
801890,20190507,机械设备,1104.43,1095.87,1120.74,1114.85,18.38,1.68,275974.0,2337838.0,27.63,1.93,1
802600,20190507,交银装备,3683.04,3642.05,3733.09,3708.18,42.83,1.17,2577926.0,24818609.0,24.97,2.17,1
801010,20190508,农林牧渔,3291.72,3226.89,3335.72,3238.46,-135.35,-4.01,268155.0,2787096.0,46.98,3.48,0
801020,20190508,采掘,2680.43,2667.3,2730.3,2691.89,-41.01,-1.5,153022.0,1010669.0,13.66,1.21,0
801030,20190508,化工,2555.73,2542.7,2626.8,2590.85,-19.95,-0.76,379845.0,3483886.0,18.48,1.84,0
801040,20190508,钢铁,2308.42,2298.31,2342.79,2320.5,-47.67,-2.01,91526.0,396621.0,7.43,1.02,0
801050,20190508,有色金属,2610.23,2599.92,2679.15,2665.32,5.21,0.2,199852.0,1569848.0,32.2,1.92,1
801080,20190508,电子,2415.3,2404.69,2520.76,2466.74,-8.96,-0.36,429781.0,3871200.0,30.51,2.58,0
801110,20190508,家用电器,6631.52,6626.11,6743.21,6655.28,-70.61,-1.05,62442.0,728757.0,15.55,2.99,0
801120,20190508,食品饮料,12809.28,12809.28,13252.09,13021.23,-100.64,-0.77,138235.0,2964824.0,28.69,5.7,0
801130,20190508,纺织服装,1985.42,1976.3,2042.17,2020.79,1.64,0.08,67055.0,461957.0,22.13,1.74,1
801140,20190508,轻工制造,2157.13,2144.08,2231.28,2203.79,3.71,0.17,136248.0,1129612.0,21.29,1.77,1
801150,20190508,医药生物,7075.11,7051.78,7292.66,7172.4,-44.51,-0.62,337196.0,4366222.0,34.02,3.26,0
801160,20190508,公用事业,2024.89,2016.08,2058.18,2034.84,-19.02,-0.93,207281.0,1205139.0,20.48,1.52,0
801170,20190508,交通运输,2376.94,2363.78,2422.74,2393.98,-28.96,-1.2,191098.0,1210320.0,18.37,1.46,0
801180,20190508,房地产,4142.15,4135.55,4241.15,4181.54,-34.89,-0.83,204088.0,1503736.0,10.31,1.39,0
801200,20190508,商业贸易,3516.36,3504.77,3621.11,3570.13,-18.91,-0.53,103725.0,865319.0,16.83,1.54,0
801210,20190508,休闲服务,5542.7,5492.64,5626.62,5495.59,-122.01,-2.17,17580.0,208494.0,29.76,3.21,0
801230,20190508,综合,1994.92,1988.96,2061.89,2030.11,-7.91,-0.39,97619.0,476130.0,25.37,1.59,0
801250,20190508,申万制造,2909.7,2895.78,3014.16,2966.23,-10.86,-0.36,1413146.0,12902933.0,26.35,2.21,0
801260,20190508,申万消费,5477.34,5466.1,5626.57,5531.3,-59.07,-1.06,1130635.0,13512281.0,25.28,3.14,0
801270,20190508,申万投资,2252.93,2242.43,2306.81,2282.23,-17.78,-0.77,891376.0,7107637.0,14.66,1.65,0
801280,20190508,申万服务,2722.83,2718.41,2782.7,2742.89,-33.72,-1.21,1670537.0,14756279.0,12.94,1.36,0
801300,20190508,申万300指数,2559.19,2558.94,2613.76,2573.85,-38.86,-1.49,1143572.0,16153772.0,13.83,1.73,0
801710,20190508,建筑材料,5106.07,5077.06,5228.9,5152.53,-53.16,-1.02,65413.0,640456.0,11.51,1.78,0
801720,20190508,建筑装饰,2211.03,2200.63,2257.42,2235.07,-13.45,-0.6,148671.0,980999.0,10.4,1.09,0
801730,20190508,电气设备,4010.14,3984.95,4123.34,4055.2,-33.77,-0.83,223122.0,1618327.0,31.38,1.93,0
801740,20190508,国防军工,1035.22,1030.7,1078.86,1069.14,9.45,0.89,77773.0,876595.0,60.26,2.28,1
801750,20190508,计算机,3867.84,3854.0,4067.78,3982.82,16.83,0.42,289143.0,3822130.0,50.17,3.19,1
801760,20190508,传媒,608.5,606.21,628.44,619.65,-1.95,-0.31,228612.0,1850897.0,32.41,2.19,0
801770,20190508,通信,2218.95,2210.67,2307.21,2269.25,-13.03,-0.57,195417.0,2315056.0,41.29,2.62,0
801780,20190508,银行,3616.85,3593.24,3640.71,3597.73,-60.86,-1.66,201894.0,1643697.0,6.81,0.8,0
801790,20190508,非银金融,1911.22,1911.22,1960.3,1924.08,-41.54,-2.11,234786.0,3085586.0,17.06,1.78,0
801880,20190508,汽车,3817.33,3801.01,3956.86,3877.9,-23.43,-0.6,186417.0,1522049.0,17.28,1.6,0
801890,20190508,机械设备,1092.97,1086.47,1124.75,1109.86,-4.99,-0.45,265601.0,2153481.0,27.53,1.94,0
802600,20190508,交银装备,3627.68,3611.06,3752.09,3694.03,-14.15,-0.38,2488371.0,23412125.0,24.89,2.17,0
801010,20190509,农林牧渔,3213.43,3197.99,3288.6,3279.25,40.79,1.26,245963.0,2477311.0,47.63,3.52,1
801020,20190509,采掘,2668.36,2658.31,2689.13,2658.81,-33.08,-1.23,123993.0,784909.0,13.47,1.19,0
801030,20190509,化工,2565.28,2558.53,2590.65,2560.68,-30.17,-1.16,329548.0,3062509.0,18.24,1.82,0
801040,20190509,钢铁,2303.7,2282.86,2318.62,2297.5,-23.0,-0.99,73994.0,320146.0,7.35,1.01,0
801050,20190509,有色金属,2637.53,2635.24,2667.18,2641.52,-23.8,-0.89,179799.0,1393162.0,31.95,1.91,0
801080,20190509,电子,2443.7,2440.96,2491.58,2443.63,-23.11,-0.94,338605.0,3351316.0,30.19,2.56,0
801110,20190509,家用电器,6609.69,6536.87,6641.21,6602.32,-52.96,-0.8,59763.0,772518.0,15.42,2.97,0
801120,20190509,食品饮料,12855.51,12448.18,12880.63,12572.77,-448.46,-3.44,112737.0,2979677.0,27.7,5.5,0
801130,20190509,纺织服装,2005.47,2002.04,2027.75,2009.33,-11.46,-0.57,56572.0,403542.0,22.01,1.74,0
801140,20190509,轻工制造,2182.06,2165.28,2201.27,2168.06,-35.73,-1.62,109320.0,927988.0,20.94,1.74,0
801150,20190509,医药生物,7093.1,6980.94,7141.1,6986.6,-185.8,-2.59,274115.0,3581317.0,33.14,3.18,0
801160,20190509,公用事业,2021.93,2017.89,2036.35,2017.89,-16.94,-0.83,172521.0,1001984.0,20.31,1.51,0
801170,20190509,交通运输,2368.63,2345.2,2388.84,2347.13,-46.85,-1.96,155919.0,1041918.0,17.98,1.43,0
801180,20190509,房地产,4149.41,4097.01,4181.07,4105.36,-76.18,-1.82,182478.0,1402329.0,10.12,1.37,0
801200,20190509,商业贸易,3533.99,3486.52,3560.58,3491.48,-78.65,-2.2,84055.0,711637.0,16.47,1.51,0
801210,20190509,休闲服务,5443.64,5405.23,5530.35,5466.66,-28.93,-0.53,14526.0,217598.0,29.6,3.19,0
801230,20190509,综合,2007.71,1989.87,2025.53,1993.79,-36.32,-1.79,71680.0,340871.0,24.91,1.56,0
801250,20190509,申万制造,2940.52,2940.52,2987.72,2943.9,-22.33,-0.75,1174103.0,11252056.0,26.18,2.2,0
801260,20190509,申万消费,5474.6,5394.73,5498.86,5424.23,-107.07,-1.94,957050.0,12071588.0,24.77,3.08,0
801270,20190509,申万投资,2260.88,2256.0,2279.77,2258.01,-24.22,-1.06,765078.0,6136895.0,14.51,1.63,0
801280,20190509,申万服务,2721.63,2696.65,2739.78,2700.12,-42.77,-1.56,1478372.0,13579788.0,12.74,1.34,0
801300,20190509,申万300指数,2552.93,2518.45,2566.51,2527.33,-46.52,-1.81,1031275.0,15625919.0,13.58,1.71,0
801710,20190509,建筑材料,5113.89,5089.29,5165.74,5106.2,-46.33,-0.9,56763.0,572659.0,11.41,1.77,0
801720,20190509,建筑装饰,2221.27,2215.56,2240.3,2218.12,-16.95,-0.76,135078.0,882120.0,10.31,1.08,0
801730,20190509,电气设备,4022.23,4022.14,4081.52,4034.53,-20.67,-0.51,182433.0,1388711.0,31.2,1.92,0
801740,20190509,国防军工,1061.72,1061.72,1084.5,1068.14,-1.0,-0.09,72358.0,884553.0,60.2,2.28,0
801750,20190509,计算机,3954.81,3954.77,4034.47,3971.05,-11.77,-0.3,237760.0,3157332.0,50.01,3.18,0
801760,20190509,传媒,613.79,613.79,622.25,614.73,-4.92,-0.79,184041.0,1590682.0,32.19,2.17,0
801770,20190509,通信,2240.31,2235.12,2284.42,2236.24,-33.01,-1.45,158752.0,1892081.0,40.69,2.58,0
801780,20190509,银行,3582.94,3515.58,3588.76,3526.75,-70.98,-1.97,195674.0,1652082.0,6.68,0.79,0
801790,20190509,非银金融,1903.2,1881.56,1914.01,1885.12,-38.96,-2.02,248884.0,3343111.0,16.72,1.75,0
801880,20190509,汽车,3850.76,3830.22,3889.11,3837.47,-40.43,-1.04,158750.0,1334638.0,17.09,1.58,0
801890,20190509,机械设备,1100.98,1100.98,1115.01,1102.64,-7.22,-0.65,229222.0,1908988.0,27.37,1.93,0
802600,20190509,交银装备,3662.69,3659.97,3714.85,3663.69,-30.34,-0.82,2080672.0,20174242.0,24.69,2.15,0
801010,20190510,农林牧渔,3308.78,3283.74,3417.89,3408.67,129.42,3.95,291242.0,3080567.0,49.52,3.67,1
801020,20190510,采掘,2687.84,2643.04,2731.24,2731.24,72.43,2.72,168850.0,1079260.0,13.86,1.22,1
801030,20190510,化工,2593.54,2541.54,2645.61,2645.46,84.78,3.31,472487.0,4363764.0,18.84,1.88,1
801040,20190510,钢铁,2306.76,2284.7,2349.2,2349.2,51.7,2.25,109893.0,441847.0,7.52,1.03,1
801050,20190510,有色金属,2655.69,2625.11,2712.08,2712.08,70.56,2.67,250779.0,1964790.0,32.82,1.95,1
801080,20190510,电子,2472.22,2409.39,2552.39,2552.39,108.76,4.45,503129.0,5143895.0,31.54,2.67,1
801110,20190510,家用电器,6676.89,6576.07,6848.04,6824.23,221.91,3.36,82922.0,1024430.0,15.95,3.07,1
801120,20190510,食品饮料,12791.41,12675.56,13210.0,13196.85,624.08,4.96,158403.0,3341743.0,29.14,5.79,1
801130,20190510,纺织服装,2021.95,1997.6,2062.42,2062.42,53.09,2.64,67116.0,495115.0,22.6,1.78,1
801140,20190510,轻工制造,2193.75,2157.22,2245.28,2245.2,77.14,3.56,143439.0,1222786.0,21.68,1.8,1
801150,20190510,医药生物,7055.69,6928.52,7205.13,7205.13,218.53,3.13,361546.0,4526652.0,34.17,3.27,1
801160,20190510,公用事业,2030.33,2004.27,2063.5,2063.32,45.43,2.25,227408.0,1337131.0,20.77,1.54,1
801170,20190510,交通运输,2371.29,2336.83,2436.76,2436.48,89.35,3.81,234928.0,1499468.0,18.67,1.49,1
801180,20190510,房地产,4145.01,4082.74,4245.67,4245.67,140.31,3.42,256636.0,1895971.0,10.47,1.41,1
801200,20190510,商业贸易,3523.67,3465.63,3605.92,3605.92,114.44,3.28,107990.0,907928.0,17.06,1.56,1
801210,20190510,休闲服务,5506.63,5470.63,5699.61,5662.77,196.11,3.59,21370.0,296821.0,30.66,3.31,1
801230,20190510,综合,2013.63,1963.68,2053.18,2053.18,59.39,2.98,95389.0,470733.0,25.65,1.6,1
801250,20190510,申万制造,2977.48,2914.18,3065.95,3065.95,122.05,4.15,1747277.0,17370600.0,27.29,2.29,1
801260,20190510,申万消费,5487.7,5413.63,5630.09,5626.95,202.72,3.74,1234028.0,14896041.0,25.73,3.2,1
801270,20190510,申万投资,2279.99,2242.7,2326.11,2326.11,68.1,3.02,1085014.0,8678862.0,14.96,1.68,1
801280,20190510,申万服务,2731.24,2692.5,2800.46,2798.54,98.42,3.65,2123516.0,19572980.0,13.2,1.39,1
801300,20190510,申万300指数,2559.03,2520.07,2624.89,2623.34,96.01,3.8,1508221.0,21670762.0,14.09,1.77,1
801710,20190510,建筑材料,5160.48,5069.12,5289.33,5289.06,182.86,3.58,81688.0,824491.0,11.82,1.83,1
801720,20190510,建筑装饰,2237.1,2197.95,2273.84,2273.84,55.72,2.51,202437.0,1341022.0,10.56,1.11,1
801730,20190510,电气设备,4079.6,3993.08,4165.38,4165.38,130.85,3.24,266498.0,2048157.0,32.21,1.98,1
801740,20190510,国防军工,1075.63,1063.41,1119.02,1116.49,48.35,4.53,112014.0,1361043.0,62.93,2.38,1
801750,20190510,计算机,4031.78,3945.06,4189.58,4187.38,216.33,5.45,354501.0,5025879.0,52.71,3.35,1
801760,20190510,传媒,621.01,610.11,636.41,636.16,21.43,3.49,284610.0,2422628.0,33.32,2.24,1
801770,20190510,通信,2267.82,2212.33,2355.84,2355.75,119.51,5.34,261594.0,3317190.0,42.86,2.72,1
801780,20190510,银行,3558.51,3525.7,3616.71,3603.48,76.73,2.18,223878.0,1797430.0,6.82,0.81,1
801790,20190510,非银金融,1916.73,1890.63,1990.2,1984.0,98.88,5.25,386643.0,5052936.0,17.59,1.84,1
801880,20190510,汽车,3878.86,3798.75,3971.01,3971.01,133.54,3.48,214135.0,1856169.0,17.69,1.64,1
801890,20190510,机械设备,1114.35,1094.95,1143.01,1143.01,40.37,3.66,342385.0,2844663.0,28.36,2.0,1
802600,20190510,交银装备,3706.65,3631.32,3809.34,3809.35,145.65,3.98,3055655.0,30507536.0,25.68,2.24,1
801010,20190513,农林牧渔,3367.97,3340.64,3392.11,3376.09,-32.58,-0.96,240611.0,2431467.0,48.95,3.63,0
801020,20190513,采掘,2707.49,2698.75,2749.13,2729.11,-2.13,-0.08,160385.0,1075585.0,13.88,1.22,0
801030,20190513,化工,2616.82,2598.07,2626.5,2607.78,-37.68,-1.42,370277.0,3418128.0,18.57,1.86,0
801040,20190513,钢铁,2326.05,2306.76,2328.34,2312.61,-36.59,-1.56,68310.0,284237.0,7.4,1.02,0
801050,20190513,有色金属,2683.41,2675.12,2701.99,2682.23,-29.85,-1.1,173252.0,1433214.0,32.47,1.93,0
801080,20190513,电子,2511.87,2465.18,2530.73,2479.06,-73.33,-2.87,424199.0,4601121.0,30.6,2.59,0
801110,20190513,家用电器,6712.94,6712.94,6808.78,6739.87,-84.36,-1.24,64879.0,683766.0,15.73,3.03,0
801120,20190513,食品饮料,13052.14,12905.94,13339.37,13211.68,14.83,0.11,142580.0,2724248.0,29.17,5.8,1
801130,20190513,纺织服装,2047.56,2042.63,2069.33,2069.33,6.91,0.34,62697.0,456795.0,22.7,1.79,1
801140,20190513,轻工制造,2224.27,2215.31,2235.39,2232.52,-12.68,-0.56,117407.0,1031845.0,21.51,1.79,0
801150,20190513,医药生物,7121.65,7093.47,7214.87,7165.09,-40.04,-0.56,272052.0,3453744.0,34.01,3.26,0
801160,20190513,公用事业,2046.91,2039.27,2057.78,2047.84,-15.48,-0.75,169599.0,1030616.0,20.54,1.53,0
801170,20190513,交通运输,2406.03,2396.91,2439.47,2433.53,-2.95,-0.12,204766.0,1330352.0,18.62,1.49,0
801180,20190513,房地产,4186.31,4183.13,4236.76,4229.27,-16.4,-0.39,181222.0,1414236.0,10.43,1.41,0
801200,20190513,商业贸易,3563.68,3554.76,3611.25,3598.91,-7.01,-0.19,93713.0,809292.0,17.02,1.56,0
801210,20190513,休闲服务,5608.57,5597.36,5698.28,5625.24,-37.53,-0.66,17182.0,214675.0,30.46,3.29,0
801230,20190513,综合,2030.2,2019.34,2040.67,2029.21,-23.96,-1.17,68203.0,336972.0,25.34,1.58,0
801250,20190513,申万制造,3026.11,2993.13,3048.16,3010.29,-55.66,-1.82,1380783.0,13975000.0,26.9,2.26,0
801260,20190513,申万消费,5560.78,5533.62,5632.1,5600.53,-26.42,-0.47,1011121.0,11805832.0,25.62,3.19,0
801270,20190513,申万投资,2301.71,2292.91,2314.59,2300.53,-25.58,-1.1,835616.0,6836212.0,14.8,1.66,0
801280,20190513,申万服务,2759.32,2751.06,2778.66,2758.33,-40.21,-1.44,1506175.0,13650099.0,13.01,1.37,0
801300,20190513,申万300指数,2583.69,2570.26,2603.08,2577.55,-45.79,-1.75,1064539.0,15233788.0,13.85,1.74,0
801710,20190513,建筑材料,5228.11,5216.92,5281.74,5257.69,-31.37,-0.59,61826.0,619598.0,11.75,1.82,0
801720,20190513,建筑装饰,2250.13,2242.91,2262.32,2258.99,-14.85,-0.65,153895.0,996754.0,10.51,1.1,0
801730,20190513,电气设备,4120.86,4087.24,4147.38,4110.04,-55.34,-1.33,196316.0,1523977.0,32.48,1.99,0
801740,20190513,国防军工,1104.42,1096.27,1118.3,1101.85,-14.64,-1.31,69326.0,925033.0,62.08,2.35,0
801750,20190513,计算机,4142.97,4111.96,4197.29,4136.13,-51.25,-1.22,253874.0,3626960.0,52.01,3.31,0
801760,20190513,传媒,628.61,624.08,632.92,627.18,-8.98,-1.41,206707.0,1741712.0,32.63,2.21,0
801770,20190513,通信,2310.36,2297.43,2342.42,2317.83,-37.92,-1.61,215069.0,2694610.0,42.11,2.67,0
801780,20190513,银行,3558.71,3545.29,3569.09,3550.31,-53.17,-1.48,161367.0,1190760.0,6.72,0.8,0
801790,20190513,非银金融,1942.73,1923.15,1957.13,1927.63,-56.38,-2.84,216281.0,2888098.0,17.09,1.79,0
801880,20190513,汽车,3921.59,3869.09,3932.72,3889.15,-81.86,-2.06,169788.0,1417535.0,17.32,1.61,0
801890,20190513,机械设备,1132.55,1127.01,1139.77,1132.09,-10.92,-0.96,264548.0,2243336.0,28.07,1.98,0
802600,20190513,交银装备,3763.81,3730.78,3791.14,3750.34,-59.01,-1.55,2344633.0,23827434.0,25.33,2.21,0
801010,20190514,农林牧渔,3346.83,3313.92,3430.51,3354.01,-22.09,-0.65,221945.0,2403718.0,50.61,3.62,0
801020,20190514,采掘,2688.61,2688.61,2717.63,2695.13,-33.98,-1.25,130266.0,828572.0,13.71,1.21,0
801030,20190514,化工,2573.53,2573.53,2613.17,2591.51,-16.27,-0.62,361242.0,3273680.0,18.47,1.85,0
801040,20190514,钢铁,2285.15,2285.15,2307.72,2296.35,-16.26,-0.7,70605.0,286472.0,7.35,1.01,0
801050,20190514,有色金属,2672.61,2672.61,2707.5,2683.82,1.59,0.06,196704.0,1641330.0,32.53,1.93,1
801080,20190514,电子,2445.67,2445.67,2490.18,2462.78,-16.28,-0.66,379049.0,4054876.0,30.41,2.58,0
801110,20190514,家用电器,6673.38,6661.59,6747.56,6694.03,-45.84,-0.68,75137.0,807949.0,15.63,3.01,0
801120,20190514,食品饮料,13015.03,13015.03,13276.03,13087.67,-124.01,-0.94,122551.0,2529491.0,28.92,5.75,0
801130,20190514,纺织服装,2043.07,2043.07,2070.24,2054.55,-14.78,-0.71,62949.0,472006.0,22.56,1.78,0
801140,20190514,轻工制造,2202.03,2202.03,2240.4,2223.89,-8.63,-0.39,117294.0,1036860.0,21.45,1.79,0
801150,20190514,医药生物,7094.34,7084.56,7186.64,7093.86,-71.23,-0.99,239671.0,3169694.0,33.65,3.23,0
801160,20190514,公用事业,2024.68,2024.68,2044.46,2027.6,-20.24,-0.99,164714.0,1014405.0,20.34,1.51,0
801170,20190514,交通运输,2401.17,2395.92,2426.95,2396.67,-36.86,-1.51,204376.0,1355606.0,18.34,1.46,0
801180,20190514,房地产,4177.4,4168.31,4232.14,4186.16,-43.11,-1.02,172631.0,1466892.0,10.32,1.39,0
801200,20190514,商业贸易,3546.66,3539.84,3586.02,3539.84,-59.07,-1.64,80801.0,667260.0,16.75,1.54,0
801210,20190514,休闲服务,5550.46,5542.18,5602.91,5549.63,-75.61,-1.34,15665.0,220543.0,30.05,3.24,0
801230,20190514,综合,2003.25,2003.25,2045.76,2021.78,-7.43,-0.37,77953.0,395512.0,25.24,1.58,0
801250,20190514,申万制造,2970.52,2970.52,3025.0,2995.33,-14.96,-0.5,1339065.0,13470524.0,26.79,2.25,0
801260,20190514,申万消费,5534.59,5530.71,5618.78,5549.43,-51.1,-0.91,936013.0,11307521.0,25.37,3.16,0
801270,20190514,申万投资,2275.66,2275.66,2305.69,2286.51,-14.03,-0.61,815715.0,6576451.0,14.71,1.65,0
